Rank,Building,City,Height_m,Height_ft,Floors,DateComplete,Material,Use,city_ns,lat,lon
2592.0,Ningbo Marriott Hotel,Ningbo,160.0,525.0,38.0,2008.0,,hotel / office,ningbo,29.868336,121.54399
2592.0,Sichuan Bank of C hina,C hengdu,160.0,525.0,38.0,1994.0,,office,chengdu,30.6565878,104.0612514
2592.0,The Troika Tower 1,Kuala Lumpur,160.0,525.0,38.0,2010.0,concrete,residential,kualalumpur,3.139003,101.686855
2595.0,Long-Ban World Trade Building 1,Taichung,160.0,525.0,37.0,1993.0,,office,taichung,24.1477358,120.6736482
2595.0,Long-Ban World Trade Building 2,Taichung,160.0,525.0,37.0,1993.0,,office,taichung,24.1477358,120.6736482
2595.0,Portakal C icegi Kulesi,Ankara,160.0,525.0,37.0,2011.0,concrete,residential,ankara,40.9951878,28.768714
2598.0,Astoria,Panama C ity,160.0,525.0,36.0,2009.0,concrete,residential,panamacity,8.9900306,-79.5303137
2598.0,Majestower Beomil 103,Busan,160.0,525.0,36.0,2009.0,concrete,residential / office,busan,35.1795543,129.0756416
2598.0,Torre del C afe,Medellin,160.0,525.0,36.0,1975.0,,office,medellin,6.244828,-75.56605
2598.0,Torre Repsol YPF,Buenos Aires,160.0,525.0,36.0,2008.0,concrete,office,buenosaires,-34.6036844,-58.3815591
2598.0,Xufu Lane Telecom Building,Nanjing,160.0,525.0,36.0,2004.0,,residential / office,nanjing,32.060255,118.796877
2603.0,Ayala Tower One,Makati,160.0,525.0,35.0,1996.0,concrete,office,makati,14.5565103,121.0223976
2603.0,Huaren International Mansion,Qingdao,160.0,525.0,35.0,2002.0,,office,qingdao,36.0623324,120.3815152
2603.0,Nakanoshima Dai Building,Osaka,160.0,525.0,35.0,2009.0,,office,osaka,34.6937378,135.5021651
2603.0,Seef Tower III,Dubai,160.0,525.0,35.0,2008.0,concrete,residential,dubai,25.09045,55.1499141
2603.0,Tamweel Tower,Dubai,160.0,525.0,35.0,2009.0,concrete,residential / office,dubai,25.079769,55.153292
2608.0,World Trade C enter II,Jakarta,160.0,525.0,30.0,2012.0,,office,jakarta,-6.214109,106.8197478
2609.0,Funian Plaza Loft Building 1,C hengdu,160.0,525.0,28.0,2010.0,,,chengdu,0.0,0.0
2609.0,Nihon Seimei Marunouchi Building,Tokyo,160.0,525.0,28.0,2004.0,steel/concrete,office,tokyo,35.6894875,139.6917064
2611.0,Al Jawhara Tower,Kuwait C ity,160.0,525.0,27.0,2008.0,concrete,office,kuwaitcity,29.3750224,47.9884023
2611.0,Etisalat Headquarters,Abu Dhabi,160.0,525.0,27.0,2000.0,,office,abudhabi,24.2991738,54.6972774
2613.0,Funian Plaza Loft Building 2,C hengdu,160.0,525.0,-,2010.0,,,chengdu,0.0,0.0
2613.0,Wanxiang C ity Tower 5,Hangzhou,160.0,525.0,-,2014.0,concrete,,hangzhou,30.274085,120.15507
2615.0,One Peking Road,Hong Kong,160.0,525.0,30.0,2003.0,composite,office,hongkong,22.29604,114.1698238
2616.0,Victory Garden Block B,Guangzhou,159.9,525.0,48.0,2004.0,concrete,residential,guangzhou,23.12911,113.264385
2617.0,"C oncieria Nishi-Shinjuku Tower's
West",Tokyo,159.8,524.0,44.0,2008.0,concrete,residential,tokyo,35.6894875,139.6917064
2618.0,River Plaza,C hicago,159.7,524.0,56.0,1977.0,concrete,residential,chicago,41.9737022,-87.8464257
2619.0,C itibank Building,New York C ity,159.7,524.0,41.0,1961.0,steel,office,newyorkcity,40.7588892,-73.9713866
2620.0,Amazon Tower I,Seattle,159.7,524.0,37.0,2016.0,composite,office,seattle,47.6150219,-122.338303156
2621.0,Tornare Nihonbashi Hamacho Tower,Tokyo,159.7,524.0,47.0,2005.0,composite,residential,tokyo,35.6894875,139.6917064
2622.0,One Wanchai,Hong Kong,159.7,524.0,42.0,2012.0,concrete,residential,hongkong,22.2746929,114.1743101
2623.0,425 Market Street,San Francisco,159.7,524.0,38.0,1973.0,steel,office,sanfrancisco,37.7911923,-122.3981466
2624.0,The Pinnacle@Duxton Block 1A,Singapore,159.7,524.0,50.0,2009.0,concrete,residential,singapore,1.27676955,103.84131834
2624.0,The Pinnacle@Duxton Block 1B,Singapore,159.7,524.0,50.0,2009.0,concrete,residential,singapore,1.27676955,103.84131834
2624.0,The Pinnacle@Duxton Block 1D,Singapore,159.7,524.0,50.0,2009.0,concrete,residential,singapore,1.27676955,103.84131834
2624.0,The Pinnacle@Duxton Block 1E,Singapore,159.7,524.0,50.0,2009.0,concrete,residential,singapore,1.27676955,103.84131834
2624.0,The Pinnacle@Duxton Block 1F,Singapore,159.7,524.0,50.0,2009.0,concrete,residential,singapore,1.27676955,103.84131834
2624.0,The Pinnacle@Duxton Block 1G,Singapore,159.7,524.0,50.0,2009.0,concrete,residential,singapore,1.27676955,103.84131834
2630.0,Shimao Wulihe C ity 3#,Shenyang,159.6,524.0,52.0,2011.0,concrete,residential,shenyang,41.805699,123.431472
2631.0,Mokdong Trapalace Tower D,Seoul,159.6,524.0,41.0,2009.0,concrete,residential,seoul,37.566535,126.9779692
2632.0,Pennzoil Place I,Houston,159.4,523.0,36.0,1976.0,composite,office,houston,29.7604041,-95.3655396271
2632.0,Pennzoil Place II,Houston,159.4,523.0,36.0,1976.0,composite,office,houston,29.7604041,-95.3655396271
2634.0,Scotts Square Scotts Wing,Singapore,159.4,523.0,43.0,2011.0,concrete,residential,singapore,1.352083,103.819836
2635.0,The Landmark Gloucester Tower,Hong Kong,159.4,523.0,46.0,1980.0,concrete,office,hongkong,22.281255,114.1579288
2636.0,The Landmark Edinburgh Tower,Hong Kong,159.4,523.0,45.0,1983.0,concrete,hotel / office,hongkong,22.2809117,114.1577017
2637.0,Villa Serena Home C lub Torre A,Balneario C amboriu,159.3,523.0,49.0,2012.0,concrete,residential,balneariocamboriu,0.0,0.0
2637.0,Villa Serena Home C lub Torre B,Balneario C amboriu,159.3,523.0,49.0,2012.0,concrete,residential,balneariocamboriu,0.0,0.0
2639.0,Westend Gate,Frankfurt am Main,159.3,523.0,44.0,1976.0,composite,hotel / office,frankfurtammain,50.1142,8.6503
2640.0,Shiba 3-C home C oop Building,Tokyo,159.3,523.0,34.0,1996.0,,residential,tokyo,35.6894875,139.6917064
2641.0,Rondo 1,Warsaw,159.1,522.0,40.0,2006.0,concrete,office,warsaw,52.19623745,20.972760232
2642.0,Brillia Tower Tokyo,Tokyo,159.1,522.0,45.0,2006.0,composite,residential,tokyo,35.6894875,139.6917064
2643.0,Roppongi Hills Residential Building B,Tokyo,159.1,522.0,43.0,2003.0,,residential,tokyo,35.6894875,139.6917064
2643.0,Roppongi Hills Residential Building C,Tokyo,159.1,522.0,43.0,2003.0,,residential,tokyo,35.6894875,139.6917064
2645.0,707 17th Street,Denver,159.1,522.0,42.0,1981.0,,hotel / office,denver,39.7471139,-104.9904855
2646.0,Kemper Building,C hicago,159.1,522.0,41.0,1962.0,steel,office,chicago,0.0,0.0
2647.0,825 Third Avenue,New York C ity,159.1,522.0,40.0,1969.0,steel,office,newyorkcity,40.7558593,-73.9701516
2648.0,Goodwin Square,Hartford,159.1,522.0,30.0,1990.0,,office,hartford,41.7767989,-72.7051714
2649.0,Haeundae Hillside We've Tower 201,Busan,159.1,522.0,47.0,2014.0,concrete,residential,busan,35.1795543,129.0756416
2650.0,Dynasty C ourt Tower 1-2,Hong Kong,159.0,522.0,47.0,1991.0,concrete,residential,hongkong,22.2761121,114.1526269
2651.0,C athedral of Learning,Bangkok,159.0,522.0,39.0,2002.0,,education,bangkok,13.7563309,100.5017651
2652.0,Sharp Star C ity Tower D,Seoul,159.0,522.0,45.0,2006.0,,residential,seoul,37.566535,126.9779692
2652.0,Verve 501 Swanston Tower,Melbourne,159.0,522.0,45.0,2006.0,concrete,residential / retail,melbourne,-37.814107,144.96328
2654.0,Post C hateau Block A,Guangzhou,159.0,522.0,43.0,2005.0,concrete,residential,guangzhou,23.12911,113.264385
2654.0,Post C hateau Block B,Guangzhou,159.0,522.0,43.0,2005.0,concrete,residential,guangzhou,23.12911,113.264385
2654.0,Sangbong Premier's AMC O Tower 2,Seoul,159.0,522.0,43.0,2014.0,,residential,seoul,37.566535,126.9779692
2654.0,Sangbong Premier's AMC O Tower 3,Seoul,159.0,522.0,43.0,2014.0,,residential,seoul,37.566535,126.9779692
2658.0,Goldcrest Views 1,Dubai,159.0,522.0,40.0,2007.0,concrete,residential,dubai,25.0781357,55.1511303
2659.0,"The Pakubuwono View Lacewood
Tower",Jakarta,159.0,522.0,37.0,2011.0,concrete,residential,jakarta,-6.2087634,106.845599
2660.0,Al Dareen Tower,Doha,159.0,522.0,36.0,2012.0,concrete,residential,doha,25.3200836,51.5227086
2660.0,C ambridge House,Hong Kong,159.0,522.0,36.0,2003.0,,office,hongkong,22.2989265,114.174417
2662.0,Torre BBVA Banco Provincial,C aracas,159.0,522.0,35.0,1984.0,,office,caracas,0.0,0.0
2663.0,"Ding Sheng BHW Taiwan C entral
Plaza",Taichung,158.9,521.0,36.0,2015.0,steel,office,taichung,24.1477358,120.6736482
2664.0,Atelier,New York C ity,158.8,521.0,46.0,2007.0,concrete,residential,newyorkcity,0.0,0.0
2665.0,Devon Energy C enter,Houston,158.8,521.0,36.0,1978.0,,office,houston,29.7569962,-95.3710391
2666.0,I-Park Tower 103,Seoul,158.6,520.0,46.0,2004.0,concrete,residential,seoul,35.743064,51.3727248
2667.0,Sheraton Hotel Guiyang,Guiyang,158.6,520.0,38.0,2005.0,,hotel,guiyang,26.5709478,106.714342
2668.0,C hina Resources Plaza Block B,C hongqing,158.6,520.0,27.0,2015.0,concrete,office / retail,chongqing,0.0,0.0
2669.0,Santa Maria,Miami,158.5,520.0,51.0,1997.0,concrete,residential,miami,25.7554471,-80.1949512
2670.0,Platinum Tower,Panama C ity,158.5,520.0,47.0,1996.0,concrete,residential,panamacity,8.9736883,-79.5155641
2671.0,10 South Wacker,C hicago,158.5,520.0,40.0,1987.0,concrete,office,chicago,41.8813538,-87.6372737
2671.0,30 South Wacker,C hicago,158.5,520.0,40.0,1983.0,concrete,office,chicago,41.8811856,-87.6374404
2673.0,One Federal Street,Boston,158.5,520.0,38.0,1976.0,steel,office,boston,42.3561065,-71.0568336
2674.0,Menara Da Vinci,Jakarta,158.5,520.0,34.0,2003.0,concrete,residential,jakarta,-6.2087634,106.845599
2675.0,Financial C entre D,C hongqing,158.5,520.0,23.0,2011.0,concrete,office,chongqing,29.5555532,106.575257
2676.0,Hotel Georgia,Vancouver,158.4,520.0,50.0,2012.0,concrete,residential / hotel,vancouver,45.6387281,-122.6614861
2677.0,Landmark Riverside T9,C hongqing,158.4,520.0,52.0,2014.0,concrete,residential / retail,chongqing,0.0,0.0
2678.0,New Orleans,Rotterdam,158.4,520.0,46.0,2010.0,concrete,residential,rotterdam,51.9049268,4.4874823
2679.0,Prudential Tower,Tokyo,158.4,520.0,38.0,2002.0,steel,residential / office,tokyo,35.6894875,139.6917064
2680.0,Xi Sui Dong 1,Wuxi,158.3,519.0,49.0,2013.0,concrete,residential,wuxi,31.5442055,120.2657299
2680.0,Xi Sui Dong 2,Wuxi,158.3,519.0,49.0,2013.0,concrete,residential,wuxi,31.5442055,120.2657299
2682.0,Galaxia Tower 2,Hong Kong,158.3,519.0,52.0,1998.0,concrete,residential,hongkong,22.396428,114.109497
2682.0,Galaxia Tower 3,Hong Kong,158.3,519.0,52.0,1998.0,concrete,residential,hongkong,22.396428,114.109497
2682.0,Galaxia Tower 5,Hong Kong,158.3,519.0,52.0,1998.0,concrete,residential,hongkong,22.396428,114.109497
2685.0,Dongbu Finance Building,Seoul,158.3,519.0,35.0,2001.0,,office,seoul,37.566535,126.9779692
2686.0,Sahid Surdiman Residences,Jakarta,158.2,519.0,44.0,2009.0,concrete,residential / hotel,jakarta,-6.2087634,106.845599
2687.0,Le 1501 McGill C ollege,Montreal,158.2,519.0,36.0,1992.0,concrete,office,montreal,45.502222,-73.571667
2688.0,Jinlong C enter Tower 1,Jinan,158.1,519.0,31.0,2001.0,,office,jinan,36.651216,117.12
2689.0,C ircle on C avill South Tower,Gold C oast,158.0,518.0,50.0,2006.0,concrete,residential,goldcoast,-28.001442,153.4278722
2689.0,Skyline North Tower,Gold C oast,158.0,518.0,50.0,2004.0,concrete,residential,goldcoast,0.0,0.0
2691.0,JBR Area C Tower C 02 T01,Dubai,158.0,518.0,48.0,2007.0,concrete,residential,dubai,25.0730114,55.1281857
2691.0,The Uptown Residences,Toronto,158.0,518.0,48.0,2011.0,concrete,residential,toronto,43.6694555,-79.3874765
2693.0,"Nanjing Tianan International
Mansion",Nanjing,158.0,518.0,47.0,2003.0,,residential / office,nanjing,32.060255,118.796877
2694.0,Grand Langsuan C ondominium,Bangkok,158.0,518.0,46.0,1998.0,,residential,bangkok,13.7395352,100.5426642
2695.0,Hong Leong Finance Building,Singapore,158.0,518.0,45.0,1976.0,,office,singapore,1.352083,103.819836
2695.0,Lake Point Tower,Dubai,158.0,518.0,45.0,2008.0,concrete,residential,dubai,25.0633744,55.1380149
2695.0,Oakwood Premier C ozmo,Jakarta,158.0,518.0,45.0,2007.0,,residential,jakarta,-6.2087634,106.845599
2695.0,Tabrez Tower,Mumbai,158.0,518.0,45.0,2008.0,concrete,residential,mumbai,19.0759837,72.8776559
2695.0,The C ove,Sydney,158.0,518.0,45.0,2003.0,concrete,residential,sydney,14.6098958,121.1009129
2700.0,The Beacon Roces Tower,Makati,158.0,518.0,44.0,2011.0,concrete,residential,makati,14.551858,121.013914
2701.0,Torre Lugano,Benidorm,158.0,518.0,43.0,2007.0,concrete,residential,benidorm,38.5348,-0.0993
2702.0,C entral Park,Mumbai,158.0,518.0,42.0,2008.0,concrete,residential,mumbai,19.1135644,72.8605573
2702.0,Da International Building 1,Taichung,158.0,518.0,42.0,1993.0,,office,taichung,24.1477358,120.6736482
2702.0,Da International Building 2,Taichung,158.0,518.0,42.0,1993.0,,office,taichung,24.1477358,120.6736482
2702.0,HaYovel Tower,Tel Aviv,158.0,518.0,42.0,2005.0,composite,office / government,telaviv,32.0728634,34.789355
2702.0,"International C ustomer
Transportation C enter…",Qingdao,158.0,518.0,42.0,2000.0,,"residential / hotel /
office",qingdao,36.067108,120.382609
2702.0,"International C ustomer
Transportation C enter…",Qingdao,158.0,518.0,42.0,2002.0,,"residential / hotel /
office",qingdao,36.067108,120.382609
2702.0,Lancaster Suites Tower I,Mandaluyong,158.0,518.0,42.0,2008.0,concrete,residential / hotel,mandaluyong,14.5838817,121.050177431
2702.0,Raffles C ity Tower,Singapore,158.0,518.0,42.0,1986.0,,office,singapore,1.352083,103.819836
2710.0,148 Electric Road,Hong Kong,158.0,518.0,41.0,2001.0,,office,hongkong,22.2866614,114.1917384
2710.0,RNA Mirage,Mumbai,158.0,518.0,41.0,2010.0,concrete,residential,mumbai,19.0759837,72.8776559
2712.0,Times-Kaiyue Main Tower,C hengdu,158.0,518.0,40.0,1994.0,,residential,chengdu,0.0,0.0
2712.0,Tokyo World Trade C enter,Tokyo,158.0,518.0,40.0,1970.0,,office,tokyo,35.656311,139.756705
2714.0,Q Langsuan,Bangkok,158.0,518.0,39.0,2010.0,concrete,residential,bangkok,13.7395352,100.5426642
2714.0,Qilu C entre Tower Hotel,Jinan,158.0,518.0,39.0,1997.0,,hotel,jinan,36.651216,117.12
2716.0,Al Attar Business Tower,Dubai,158.0,518.0,38.0,1999.0,concrete,office,dubai,25.213875,55.278128
2716.0,Shijiazhuang Pelagic Hotel,Shijiazhuang,158.0,518.0,38.0,2009.0,,hotel,shijiazhuang,38.042307,114.51486
2716.0,Silver Palace,Xiamen,158.0,518.0,38.0,2008.0,,residential / office,xiamen,24.479834,118.089425
2716.0,Torre Norte,Sao Paulo,158.0,518.0,38.0,1999.0,concrete,office,saopaulo,-23.559757,-46.6578968
2716.0,World Trade C enter Residences,Dubai,158.0,518.0,38.0,2008.0,concrete,residential,dubai,25.2048493,55.2707828
2721.0,75 Wall,New York C ity,158.0,518.0,37.0,2010.0,,residential / hotel,newyorkcity,40.7051404,-74.0079954
2721.0,Shin-Kobe Oriental C ity,Kobe,158.0,518.0,37.0,1988.0,,hotel,kobe,34.690083,135.1955112
2723.0,Joyama Project,Tokyo,158.0,518.0,36.0,1988.0,,residential,tokyo,35.6894875,139.6917064
2723.0,RRI Energy Plaza,Houston,158.0,518.0,36.0,2003.0,concrete,office,houston,29.7568386,-95.3656762
2725.0,Time Place,Dubai,158.0,518.0,35.0,2008.0,concrete,residential,dubai,25.08037045,55.1441575485
2726.0,Holiday Inn Shanghai Pudong,Shanghai,158.0,518.0,32.0,1997.0,,hotel / office,shanghai,31.2065645,121.5283917
2726.0,"Sampoerna Strategic Square North
Tower",Jakarta,158.0,518.0,32.0,1997.0,,office,jakarta,-6.2165948,106.8183488
2726.0,"Sampoerna Strategic Square South
Tower",Jakarta,158.0,518.0,32.0,1997.0,,office,jakarta,-6.2163255,106.817746
2729.0,Sky Tree East,Tokyo,158.0,518.0,31.0,2012.0,steel,office,tokyo,0.0,0.0
2730.0,Moto-Akasaka K Project,Tokyo,158.0,518.0,30.0,2011.0,concrete,residential / office,tokyo,0.0,0.0
2731.0,Qatar Telecom Headquarters,Doha,158.0,518.0,29.0,2004.0,concrete,office,doha,0.0,0.0
2732.0,Begonias,Sao Paulo,157.9,518.0,41.0,2008.0,concrete,residential,saopaulo,-23.7753498,-46.6927314
2732.0,Ipes,Sao Paulo,157.9,518.0,41.0,2009.0,concrete,residential,saopaulo,-22.6601649,-51.0778809
2732.0,Jabuticabeiras,Sao Paulo,157.9,518.0,41.0,2008.0,concrete,residential,saopaulo,-23.539986,-46.8062755
2732.0,Limantos,Sao Paulo,157.9,518.0,41.0,2011.0,concrete,residential,saopaulo,0.0,0.0
2732.0,Magnolias,Sao Paulo,157.9,518.0,41.0,2008.0,concrete,residential,saopaulo,-24.2672431,-48.4100627
2732.0,Reseda,Sao Paulo,157.9,518.0,41.0,2008.0,concrete,residential,saopaulo,0.0,0.0
2732.0,Zineas,Sao Paulo,157.9,518.0,41.0,2009.0,concrete,residential,saopaulo,0.0,0.0
2739.0,Three Hundred,Toronto,157.9,518.0,52.0,2014.0,concrete,residential,toronto,0.0,0.0
2740.0,Torre Le Parc,Buenos Aires,157.9,518.0,51.0,1996.0,concrete,residential,buenosaires,0.0,0.0
2741.0,"Xi'an Telecommuniations Hinge
C enter",Xi An,157.9,518.0,35.0,1999.0,,office,xian,0.0,0.0
2742.0,The Residences at the Ritz-C arlton,Philadelphia,157.9,518.0,46.0,2009.0,concrete,residential,philadelphia,0.0,0.0
2743.0,"Yeongdeungpo SK Leaders View
Officetel, Wing…",Seoul,157.9,518.0,41.0,2007.0,,hotel / office,seoul,0.0,0.0
2744.0,Architect`s and Designer`s Building,New York C ity,157.9,518.0,39.0,1969.0,,office,newyorkcity,0.0,0.0
2745.0,Total Plaza,Houston,157.9,518.0,35.0,1971.0,,office,houston,0.0,0.0
2746.0,Absolute World Building E,Mississauga,157.9,518.0,50.0,2012.0,concrete,residential,mississauga,0.0,0.0
2747.0,Golden Sail Plaza,Shanghai,157.8,518.0,39.0,2003.0,,office,shanghai,0.0,0.0
2748.0,Palms Place,Las Vegas,157.8,518.0,50.0,2008.0,concrete,residential / hotel,lasvegas,0.0,0.0
2749.0,The C olumbian,C hicago,157.7,517.0,47.0,2008.0,concrete,residential,chicago,0.0,0.0
2750.0,C entury Gateway 1,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential,hongkong,0.0,0.0
2750.0,C entury Gateway 2,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential,hongkong,0.0,0.0
2750.0,C entury Gateway 3,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential,hongkong,0.0,0.0
2750.0,C entury Gateway 5,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential,hongkong,0.0,0.0
2750.0,C entury Gateway 6,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential,hongkong,0.0,0.0
2750.0,C entury Gateway 7,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential,hongkong,0.0,0.0
2750.0,C entury Gateway 8,Hong Kong,157.6,517.0,44.0,2014.0,concrete,residential,hongkong,0.0,0.0
2757.0,Diplomat C ommercial Office Tower,Manama,157.6,517.0,36.0,2012.0,concrete,office,manama,0.0,0.0
2758.0,"Shenzhen Zhongzhou Holdings
Financial C enter…",Shenzhen,157.6,517.0,34.0,2014.0,steel,residential,shenzhen,0.0,0.0
2759.0,Torre ANTEL,Montevideo,157.6,517.0,32.0,2002.0,,office,montevideo,0.0,0.0
2760.0,C entennial Tower,Singapore,157.6,517.0,37.0,1997.0,,office,singapore,0.0,0.0
2760.0,TC W Tower,Los Angeles,157.6,517.0,37.0,1990.0,steel,office,losangeles,0.0,0.0
2762.0,Sharp C entum Park 102,Busan,157.6,517.0,51.0,2005.0,concrete,residential,busan,0.0,0.0
2762.0,Sharp C entum Park 104,Busan,157.6,517.0,51.0,2005.0,concrete,residential,busan,0.0,0.0
2762.0,Sharp C entum Park 106,Busan,157.6,517.0,51.0,2005.0,concrete,residential,busan,0.0,0.0
2762.0,Sharp C entum Park 107,Busan,157.6,517.0,51.0,2005.0,concrete,residential,busan,0.0,0.0
2762.0,Sharp C entum Park 108,Busan,157.6,517.0,51.0,2005.0,concrete,residential,busan,0.0,0.0
2762.0,Sharp C entum Park 110,Busan,157.6,517.0,51.0,2005.0,concrete,residential,busan,0.0,0.0
2762.0,Sharp C entum Park 112,Busan,157.6,517.0,51.0,2005.0,concrete,residential,busan,0.0,0.0
2762.0,Sharp C entum Park 113,Busan,157.6,517.0,51.0,2005.0,concrete,residential,busan,0.0,0.0
2762.0,Sharp C entum Park 114,Busan,157.6,517.0,51.0,2005.0,concrete,residential,busan,0.0,0.0
2771.0,"Hachioji Station South Exit
Redevelopment Bui…",Hachioji,157.5,517.0,40.0,2010.0,,"residential / office /
retail",hachioji,0.0,0.0
2772.0,AG Tower,Dubai,157.5,517.0,37.0,2009.0,concrete,office,dubai,0.0,0.0
2772.0,Marive East,C hiba,157.5,517.0,37.0,1991.0,,office,chiba,0.0,0.0
2772.0,Marive West,C hiba,157.5,517.0,37.0,1991.0,,office,chiba,0.0,0.0
2775.0,785 8th Avenue,New York C ity,157.4,517.0,42.0,2009.0,concrete,residential,newyorkcity,0.0,0.0
2776.0,191 North Wacker Drive,C hicago,157.4,516.0,37.0,2002.0,composite,office,chicago,0.0,0.0
2777.0,La C ite Noble Tower 2,Hong Kong,157.4,516.0,46.0,1999.0,concrete,residential,hongkong,0.0,0.0
2777.0,La C ite Noble Tower 5,Hong Kong,157.4,516.0,46.0,1999.0,concrete,residential,hongkong,0.0,0.0
2779.0,Park C ourt Akasaka The Tower,Tokyo,157.3,516.0,43.0,2009.0,composite,residential / office,tokyo,0.0,0.0
2780.0,Highpoint C ondominiums,New York C ity,157.3,516.0,49.0,1988.0,concrete,residential,newyorkcity,0.0,0.0
2781.0,First Place Tower,Tulsa,157.3,516.0,40.0,1975.0,,office,tulsa,0.0,0.0
2781.0,Union Bank Plaza,Los Angeles,157.3,516.0,40.0,1968.0,steel,office,losangeles,0.0,0.0
2783.0,Akbank Tower,Istanbul,157.3,516.0,39.0,1993.0,concrete,office,istanbul,0.0,0.0
2784.0,Frost Bank Tower,Austin,157.2,516.0,33.0,2004.0,concrete,office,austin,0.0,0.0
2785.0,Park Towers One,Hong Kong,157.1,515.0,51.0,1989.0,concrete,residential,hongkong,0.0,0.0
2786.0,Exchange Place C enter,Jersey C ity,157.1,515.0,32.0,1990.0,,office,jerseycity,0.0,0.0
2787.0,Summit Terrace 1,Hong Kong,157.0,515.0,43.0,2003.0,concrete,residential,hongkong,22.37564655,114.105522777
2788.0,Atago Green Hills Forest Tower,Tokyo,157.0,515.0,42.0,2001.0,steel,residential,tokyo,0.0,0.0
2789.0,U-Residence Tower 1,Tangerang,157.0,515.0,41.0,2012.0,concrete,residential,tangerang,0.0,0.0
2790.0,C hamchuri Office Tower,Bangkok,157.0,515.0,40.0,2008.0,concrete,office,bangkok,0.0,0.0
2791.0,Sumitomo C astle Tower,Osaka,157.0,515.0,38.0,1988.0,,office,osaka,0.0,0.0
2791.0,Telecom Tower,Jiangmen,157.0,515.0,38.0,2003.0,,office,jiangmen,0.0,0.0
2791.0,Twin 21 MID Tower,Osaka,157.0,515.0,38.0,1986.0,composite,office,osaka,0.0,0.0
2791.0,Twin 21 National Tower,Osaka,157.0,515.0,38.0,1986.0,composite,office,osaka,0.0,0.0
2795.0,C rystal Tower,Osaka,157.0,515.0,37.0,1990.0,,office,osaka,0.0,0.0
2796.0,Kompleks Dayabumi,Kuala Lumpur,157.0,515.0,36.0,1984.0,,office,kualalumpur,0.0,0.0
2796.0,Sharjah Sail Tower,Sharjah,157.0,515.0,36.0,2008.0,concrete,residential / office,sharjah,0.0,0.0
2798.0,Interchange 21,Bangkok,157.0,515.0,34.0,2008.0,concrete,office,bangkok,13.73652065,100.56208373
2799.0,401 East Ontario Street,C hicago,157.0,515.0,51.0,1990.0,concrete,residential,chicago,0.0,0.0
2800.0,Sterling Drug C ompany Building,New York C ity,157.0,515.0,41.0,1964.0,steel,office,newyorkcity,0.0,0.0
2801.0,One Financial Place,C hicago,157.0,515.0,39.0,1985.0,,office,chicago,0.0,0.0
2802.0,"Shaanxi International Mansion
Tower I",Taiyuan,156.9,515.0,40.0,2003.0,,office,taiyuan,0.0,0.0
2802.0,"Shaanxi International Mansion
Tower II",Taiyuan,156.9,515.0,40.0,2003.0,,hotel,taiyuan,0.0,0.0
2804.0,"Southcore Financial C entre Delta
Hotel",Toronto,156.8,515.0,47.0,2014.0,concrete,hotel,toronto,0.0,0.0
2805.0,Le Sommet,Hong Kong,156.8,514.0,50.0,2000.0,concrete,residential,hongkong,0.0,0.0
2806.0,C heongna Exllu Tower C,Incheon,156.8,514.0,47.0,2011.0,concrete,residential,incheon,0.0,0.0
2807.0,SEC C enter Office Building,Xiamen,156.8,514.0,36.0,2014.0,,office,xiamen,0.0,0.0
2808.0,Festival Tower,Toronto,156.7,514.0,42.0,2011.0,composite,residential,toronto,0.0,0.0
2809.0,"Kasumigaseki C ommon Gate East
Building",Tokyo,156.7,514.0,33.0,2007.0,,office,tokyo,0.0,0.0
2810.0,The Streeter,C hicago,156.7,514.0,50.0,2007.0,concrete,residential,chicago,0.0,0.0
2811.0,Rainier Tower,Seattle,156.7,514.0,31.0,1977.0,steel,office,seattle,0.0,0.0
2812.0,Bay Quarter,Yokohama,156.5,513.0,31.0,2009.0,,office,yokohama,0.0,0.0
2813.0,"Ellery Terrace, Kowloon",Hong Kong,156.5,513.0,45.0,2000.0,concrete,residential,hongkong,0.0,0.0
2814.0,1214 Fifth Avenue,New York C ity,156.4,513.0,43.0,2012.0,concrete,residential / office,newyorkcity,0.0,0.0
2815.0,W-Tower,Tel Aviv,156.4,513.0,46.0,2010.0,concrete,residential,telaviv,0.0,0.0
2816.0,Liberte 7,Hong Kong,156.4,513.0,44.0,2003.0,concrete,residential,hongkong,22.3345803,114.14885933
2817.0,Torre Picasso,Madrid,156.4,513.0,43.0,1989.0,,office,madrid,0.0,0.0
2818.0,"600 North Lake Shore Drive - South
Tower",C hicago,156.4,513.0,47.0,2009.0,concrete,residential,chicago,0.0,0.0
2819.0,Mid-C ontinent Tower,Tulsa,156.4,513.0,36.0,1984.0,steel,office,tulsa,0.0,0.0
2820.0,One C hurchill Place,London,156.3,513.0,30.0,2004.0,composite,office,london,0.0,0.0
2821.0,Park Tower C ondominiums,C hicago,156.3,513.0,54.0,1973.0,concrete,residential,chicago,0.0,0.0
2822.0,Trump Tower 1,Istanbul,156.3,513.0,39.0,2011.0,concrete,residential,istanbul,0.0,0.0
